reg_id,em3 present,em3 notupdated,em3 absent,em3 total,em3 per,dsa present,dsa notupdated,dsa absent,dsa total,dsa per,se present,se notupdated,se absent,se total,se per,ppl present,ppl notupdated,ppl absent,ppl total,ppl per,mp present,mp notupdated,mp absent,mp total,mp per
21711,27,9,7,43,79.41,7,12,22,41,24.14,16,8,20,44,44.44,15,10,18,43,45.45,13,10,19,42,40.62
21712,20,9,14,43,58.82,25,12,4,41,86.21,20,8,16,44,55.56,24,10,9,43,72.73,20,10,12,42,62.5
21713,22,9,12,43,64.71,12,12,17,41,41.38,12,8,24,44,33.33,18,10,15,43,54.55,11,10,21,42,34.38
21714,19,9,15,43,55.88,22,12,7,41,75.86,8,8,28,44,22.22,17,10,16,43,51.52,11,10,21,42,34.38
21715,20,9,14,43,58.82,26,12,3,41,89.66,24,8,12,44,66.67,30,10,3,43,90.91,9,10,23,42,28.12
21716,26,9,8,43,76.47,22,12,7,41,75.86,25,8,11,44,69.44,23,10,10,43,69.7,11,10,21,42,34.38
21717,19,9,15,43,55.88,15,12,14,41,51.72,8,8,28,44,22.22,23,10,10,43,69.7,23,10,9,42,71.88
21718,6,9,28,43,17.65,10,12,19,41,34.48,20,8,16,44,55.56,15,10,18,43,45.45,17,10,15,42,53.12
21719,24,9,10,43,70.59,20,12,9,41,68.97,30,8,6,44,83.33,28,10,5,43,84.85,19,10,13,42,59.38
21720,24,9,10,43,70.59,14,12,15,41,48.28,18,8,18,44,50.0,14,10,19,43,42.42,15,10,17,42,46.88
21721,25,9,9,43,73.53,12,12,17,41,41.38,11,8,25,44,30.56,15,10,18,43,45.45,21,10,11,42,65.62
21722,5,9,29,43,14.71,20,12,9,41,68.97,23,8,13,44,63.89,17,10,16,43,51.52,15,10,17,42,46.88
21723,18,9,16,43,52.94,8,12,21,41,27.59,19,8,17,44,52.78,23,10,10,43,69.7,6,10,26,42,18.75
21724,18,9,16,43,52.94,20,12,9,41,68.97,24,8,12,44,66.67,29,10,4,43,87.88,28,10,4,42,87.5
21725,27,9,7,43,79.41,19,12,10,41,65.52,19,8,17,44,52.78,19,10,14,43,57.58,15,10,17,42,46.88
21726,27,9,7,43,79.41,14,12,15,41,48.28,28,8,8,44,77.78,22,10,11,43,66.67,9,10,23,42,28.12
21727,17,9,17,43,50.0,17,12,12,41,58.62,10,8,26,44,27.78,19,10,14,43,57.58,8,10,24,42,25.0
21728,16,9,18,43,47.06,5,12,24,41,17.24,9,8,27,44,25.0,17,10,16,43,51.52,25,10,7,42,78.12
21729,22,9,12,43,64.71,23,12,6,41,79.31,26,8,10,44,72.22,27,10,6,43,81.82,18,10,14,42,56.25
21730,31,9,3,43,91.18,28,12,1,41,96.55,24,8,12,44,66.67,12,10,21,43,36.36,28,10,4,42,87.5
21731,22,9,12,43,64.71,20,12,9,41,68.97,22,8,14,44,61.11,13,10,20,43,39.39,11,10,21,42,34.38
21732,12,9,22,43,35.29,16,12,13,41,55.17,10,8,26,44,27.78,11,10,22,43,33.33,31,10,1,42,96.88
21733,16,9,18,43,47.06,27,12,2,41,93.1,24,8,12,44,66.67,25,10,8,43,75.76,30,10,2,42,93.75
21734,33,9,1,43,97.06,27,12,2,41,93.1,31,8,5,44,86.11,31,10,2,43,93.94,20,10,12,42,62.5
21735,7,9,27,43,20.59,21,12,8,41,72.41,16,8,20,44,44.44,9,10,24,43,27.27,20,10,12,42,62.5
21736,31,9,3,43,91.18,13,12,16,41,44.83,8,8,28,44,22.22,14,10,19,43,42.42,10,10,22,42,31.25
21737,14,9,20,43,41.18,17,12,12,41,58.62,16,8,20,44,44.44,16,10,17,43,48.48,22,10,10,42,68.75
21738,19,9,15,43,55.88,15,12,14,41,51.72,21,8,15,44,58.33,15,10,18,43,45.45,17,10,15,42,53.12
21739,21,9,13,43,61.76,22,12,7,41,75.86,24,8,12,44,66.67,8,10,25,43,24.24,14,10,18,42,43.75
21740,31,9,3,43,91.18,26,12,3,41,89.66,20,8,16,44,55.56,8,10,25,43,24.24,23,10,9,42,71.88
21741,14,9,20,43,41.18,18,12,11,41,62.07,27,8,9,44,75.0,15,10,18,43,45.45,18,10,14,42,56.25
21742,10,9,24,43,29.41,15,12,14,41,51.72,11,8,25,44,30.56,17,10,16,43,51.52,28,10,4,42,87.5
21743,15,9,19,43,44.12,17,12,12,41,58.62,32,8,4,44,88.89,18,10,15,43,54.55,15,10,17,42,46.88
21744,16,9,18,43,47.06,11,12,18,41,37.93,12,8,24,44,33.33,30,10,3,43,90.91,27,10,5,42,84.38
21745,10,9,24,43,29.41,23,12,6,41,79.31,10,8,26,44,27.78,15,10,18,43,45.45,17,10,15,42,53.12
21746,23,9,11,43,67.65,23,12,6,41,79.31,31,8,5,44,86.11,23,10,10,43,69.7,6,10,26,42,18.75
21747,8,9,26,43,23.53,8,12,21,41,27.59,10,8,26,44,27.78,16,10,17,43,48.48,18,10,14,42,56.25
21748,28,9,6,43,82.35,11,12,18,41,37.93,28,8,8,44,77.78,25,10,8,43,75.76,30,10,2,42,93.75
21749,16,9,18,43,47.06,7,12,22,41,24.14,18,8,18,44,50.0,17,10,16,43,51.52,11,10,21,42,34.38
21750,25,9,9,43,73.53,26,12,3,41,89.66,20,8,16,44,55.56,8,10,25,43,24.24,27,10,5,42,84.38
21751,33,9,1,43,97.06,15,12,14,41,51.72,16,8,20,44,44.44,7,10,26,43,21.21,26,10,6,42,81.25
21752,12,9,22,43,35.29,15,12,14,41,51.72,18,8,18,44,50.0,14,10,19,43,42.42,18,10,14,42,56.25
21753,13,9,21,43,38.24,15,12,14,41,51.72,29,8,7,44,80.56,17,10,16,43,51.52,20,10,12,42,62.5
21754,26,9,8,43,76.47,5,12,24,41,17.24,22,8,14,44,61.11,30,10,3,43,90.91,9,10,23,42,28.12
21755,7,9,27,43,20.59,21,12,8,41,72.41,16,8,20,44,44.44,29,10,4,43,87.88,19,10,13,42,59.38
21756,10,9,24,43,29.41,17,12,12,41,58.62,15,8,21,44,41.67,7,10,26,43,21.21,17,10,15,42,53.12
21757,19,9,15,43,55.88,16,12,13,41,55.17,6,8,30,44,16.67,26,10,7,43,78.79,26,10,6,42,81.25
21758,31,9,3,43,91.18,21,12,8,41,72.41,27,8,9,44,75.0,29,10,4,43,87.88,10,10,22,42,31.25
21759,25,9,9,43,73.53,18,12,11,41,62.07,6,8,30,44,16.67,18,10,15,43,54.55,19,10,13,42,59.38
21760,13,9,21,43,38.24,28,12,1,41,96.55,33,8,3,44,91.67,13,10,20,43,39.39,22,10,10,42,68.75
21761,30,9,4,43,88.24,15,12,14,41,51.72,6,8,30,44,16.67,13,10,20,43,39.39,9,10,23,42,28.12
21762,31,9,3,43,91.18,18,12,11,41,62.07,24,8,12,44,66.67,17,10,16,43,51.52,19,10,13,42,59.38
21763,24,9,10,43,70.59,23,12,6,41,79.31,21,8,15,44,58.33,17,10,16,43,51.52,5,10,27,42,15.62
21764,17,9,17,43,50.0,17,12,12,41,58.62,9,8,27,44,25.0,17,10,16,43,51.52,20,10,12,42,62.5
21765,18,9,16,43,52.94,7,12,22,41,24.14,14,8,22,44,38.89,31,10,2,43,93.94,27,10,5,42,84.38
21766,30,9,4,43,88.24,23,12,6,41,79.31,5,8,31,44,13.89,16,10,17,43,48.48,7,10,25,42,21.88
21767,28,9,6,43,82.35,8,12,21,41,27.59,12,8,24,44,33.33,26,10,7,43,78.79,26,10,6,42,81.25
21768,8,9,26,43,23.53,8,12,21,41,27.59,19,8,17,44,52.78,19,10,14,43,57.58,24,10,8,42,75.0
21769,15,9,19,43,44.12,18,12,11,41,62.07,19,8,17,44,52.78,30,10,3,43,90.91,7,10,25,42,21.88
21770,21,9,13,43,61.76,27,12,2,41,93.1,15,8,21,44,41.67,22,10,11,43,66.67,30,10,2,42,93.75
21771,21,9,13,43,61.76,14,12,15,41,48.28,28,8,8,44,77.78,15,10,18,43,45.45,13,10,19,42,40.62
21772,12,9,22,43,35.29,13,12,16,41,44.83,24,8,12,44,66.67,14,10,19,43,42.42,16,10,16,42,50.0
21773,29,9,5,43,85.29,5,12,24,41,17.24,13,8,23,44,36.11,16,10,17,43,48.48,5,10,27,42,15.62
21774,19,9,15,43,55.88,22,12,7,41,75.86,30,8,6,44,83.33,32,10,1,43,96.97,10,10,22,42,31.25
21775,21,9,13,43,61.76,15,12,14,41,51.72,5,8,31,44,13.89,15,10,18,43,45.45,20,10,12,42,62.5
21776,17,9,17,43,50.0,15,12,14,41,51.72,7,8,29,44,19.44,15,10,18,43,45.45,21,10,11,42,65.62
21777,11,9,23,43,32.35,10,12,19,41,34.48,16,8,20,44,44.44,20,10,13,43,60.61,9,10,23,42,28.12
21778,8,9,26,43,23.53,14,12,15,41,48.28,15,8,21,44,41.67,27,10,6,43,81.82,16,10,16,42,50.0
21779,17,9,17,43,50.0,23,12,6,41,79.31,5,8,31,44,13.89,11,10,22,43,33.33,12,10,20,42,37.5
21780,21,9,13,43,61.76,6,12,23,41,20.69,21,8,15,44,58.33,5,10,28,43,15.15,19,10,13,42,59.38
21781,18,9,16,43,52.94,12,12,17,41,41.38,10,8,26,44,27.78,11,10,22,43,33.33,22,10,10,42,68.75
21782,14,9,20,43,41.18,6,12,23,41,20.69,13,8,23,44,36.11,15,10,18,43,45.45,16,10,16,42,50.0
21783,20,9,14,43,58.82,27,12,2,41,93.1,21,8,15,44,58.33,31,10,2,43,93.94,18,10,14,42,56.25
21784,20,9,14,43,58.82,22,12,7,41,75.86,12,8,24,44,33.33,16,10,17,43,48.48,21,10,11,42,65.62
21785,31,9,3,43,91.18,27,12,2,41,93.1,35,8,1,44,97.22,28,10,5,43,84.85,25,10,7,42,78.12
21786,22,9,12,43,64.71,8,12,21,41,27.59,9,8,27,44,25.0,16,10,17,43,48.48,14,10,18,42,43.75
21787,16,9,18,43,47.06,10,12,19,41,34.48,16,8,20,44,44.44,16,10,17,43,48.48,13,10,19,42,40.62
21788,8,9,26,43,23.53,12,12,17,41,41.38,25,8,11,44,69.44,11,10,22,43,33.33,12,10,20,42,37.5
21789,15,9,19,43,44.12,17,12,12,41,58.62,16,8,20,44,44.44,22,10,11,43,66.67,9,10,23,42,28.12
21790,5,9,29,43,14.71,23,12,6,41,79.31,18,8,18,44,50.0,22,10,11,43,66.67,30,10,2,42,93.75
21791,22,9,12,43,64.71,15,12,14,41,51.72,16,8,20,44,44.44,9,10,24,43,27.27,9,10,23,42,28.12
21792,11,9,23,43,32.35,20,12,9,41,68.97,18,8,18,44,50.0,6,10,27,43,18.18,7,10,25,42,21.88
21793,10,9,24,43,29.41,17,12,12,41,58.62,18,8,18,44,50.0,6,10,27,43,18.18,17,10,15,42,53.12
21794,9,9,25,43,26.47,6,12,23,41,20.69,15,8,21,44,41.67,14,10,19,43,42.42,27,10,5,42,84.38
21795,31,9,3,43,91.18,24,12,5,41,82.76,8,8,28,44,22.22,31,10,2,43,93.94,18,10,14,42,56.25
21796,24,9,10,43,70.59,15,12,14,41,51.72,6,8,30,44,16.67,8,10,25,43,24.24,17,10,15,42,53.12
21797,14,9,20,43,41.18,7,12,22,41,24.14,18,8,18,44,50.0,7,10,26,43,21.21,19,10,13,42,59.38
21798,21,9,13,43,61.76,7,12,22,41,24.14,11,8,25,44,30.56,13,10,20,43,39.39,26,10,6,42,81.25
21799,16,9,18,43,47.06,7,12,22,41,24.14,33,8,3,44,91.67,22,10,11,43,66.67,15,10,17,42,46.88
21800,19,9,15,43,55.88,27,12,2,41,93.1,28,8,8,44,77.78,10,10,23,43,30.3,30,10,2,42,93.75
21801,20,9,14,43,58.82,20,12,9,41,68.97,10,8,26,44,27.78,13,10,20,43,39.39,30,10,2,42,93.75
21802,21,9,13,43,61.76,5,12,24,41,17.24,27,8,9,44,75.0,25,10,8,43,75.76,12,10,20,42,37.5
21803,16,9,18,43,47.06,19,12,10,41,65.52,20,8,16,44,55.56,5,10,28,43,15.15,20,10,12,42,62.5
21804,12,9,22,43,35.29,16,12,13,41,55.17,20,8,16,44,55.56,26,10,7,43,78.79,19,10,13,42,59.38
21805,27,9,7,43,79.41,19,12,10,41,65.52,32,8,4,44,88.89,16,10,17,43,48.48,28,10,4,42,87.5
21806,13,9,21,43,38.24,27,12,2,41,93.1,15,8,21,44,41.67,30,10,3,43,90.91,9,10,23,42,28.12
21807,8,9,26,43,23.53,9,12,20,41,31.03,26,8,10,44,72.22,12,10,21,43,36.36,18,10,14,42,56.25
21808,5,9,29,43,14.71,26,12,3,41,89.66,20,8,16,44,55.56,22,10,11,43,66.67,9,10,23,42,28.12
21809,14,9,20,43,41.18,9,12,20,41,31.03,20,8,16,44,55.56,18,10,15,43,54.55,11,10,21,42,34.38
21810,26,9,8,43,76.47,6,12,23,41,20.69,16,8,20,44,44.44,31,10,2,43,93.94,23,10,9,42,71.88
21811,28,9,6,43,82.35,12,12,17,41,41.38,35,8,1,44,97.22,25,10,8,43,75.76,16,10,16,42,50.0
21812,16,9,18,43,47.06,27,12,2,41,93.1,14,8,22,44,38.89,20,10,13,43,60.61,12,10,20,42,37.5
21813,6,9,28,43,17.65,17,12,12,41,58.62,24,8,12,44,66.67,10,10,23,43,30.3,30,10,2,42,93.75
21814,20,9,14,43,58.82,19,12,10,41,65.52,23,8,13,44,63.89,10,10,23,43,30.3,5,10,27,42,15.62
21815,7,9,27,43,20.59,13,12,16,41,44.83,19,8,17,44,52.78,12,10,21,43,36.36,23,10,9,42,71.88
21816,14,9,20,43,41.18,5,12,24,41,17.24,34,8,2,44,94.44,5,10,28,43,15.15,22,10,10,42,68.75
21817,30,9,4,43,88.24,23,12,6,41,79.31,24,8,12,44,66.67,14,10,19,43,42.42,24,10,8,42,75.0
21818,27,9,7,43,79.41,15,12,14,41,51.72,32,8,4,44,88.89,12,10,21,43,36.36,9,10,23,42,28.12
21819,5,9,29,43,14.71,28,12,1,41,96.55,17,8,19,44,47.22,23,10,10,43,69.7,28,10,4,42,87.5
21820,5,9,29,43,14.71,12,12,17,41,41.38,18,8,18,44,50.0,22,10,11,43,66.67,23,10,9,42,71.88
21821,30,9,4,43,88.24,25,12,4,41,86.21,22,8,14,44,61.11,16,10,17,43,48.48,30,10,2,42,93.75
21822,14,9,20,43,41.18,27,12,2,41,93.1,35,8,1,44,97.22,12,10,21,43,36.36,7,10,25,42,21.88
21823,5,9,29,43,14.71,22,12,7,41,75.86,35,8,1,44,97.22,13,10,20,43,39.39,6,10,26,42,18.75
21824,8,9,26,43,23.53,20,12,9,41,68.97,16,8,20,44,44.44,5,10,28,43,15.15,23,10,9,42,71.88
21825,22,9,12,43,64.71,19,12,10,41,65.52,16,8,20,44,44.44,28,10,5,43,84.85,27,10,5,42,84.38
21826,19,9,15,43,55.88,13,12,16,41,44.83,21,8,15,44,58.33,20,10,13,43,60.61,17,10,15,42,53.12
21827,26,9,8,43,76.47,16,12,13,41,55.17,16,8,20,44,44.44,21,10,12,43,63.64,16,10,16,42,50.0
21828,22,9,12,43,64.71,27,12,2,41,93.1,35,8,1,44,97.22,12,10,21,43,36.36,19,10,13,42,59.38
21829,32,9,2,43,94.12,25,12,4,41,86.21,16,8,20,44,44.44,16,10,17,43,48.48,16,10,16,42,50.0
21830,17,9,17,43,50.0,9,12,20,41,31.03,31,8,5,44,86.11,25,10,8,43,75.76,23,10,9,42,71.88
21831,10,9,24,43,29.41,20,12,9,41,68.97,7,8,29,44,19.44,9,10,24,43,27.27,28,10,4,42,87.5
21832,19,9,15,43,55.88,10,12,19,41,34.48,16,8,20,44,44.44,29,10,4,43,87.88,19,10,13,42,59.38
21833,9,9,25,43,26.47,17,12,12,41,58.62,16,8,20,44,44.44,29,10,4,43,87.88,16,10,16,42,50.0
21834,17,9,17,43,50.0,17,12,12,41,58.62,24,8,12,44,66.67,26,10,7,43,78.79,27,10,5,42,84.38
21835,10,9,24,43,29.41,16,12,13,41,55.17,16,8,20,44,44.44,23,10,10,43,69.7,20,10,12,42,62.5
21836,29,9,5,43,85.29,5,12,24,41,17.24,31,8,5,44,86.11,24,10,9,43,72.73,12,10,20,42,37.5
21837,29,9,5,43,85.29,25,12,4,41,86.21,25,8,11,44,69.44,20,10,13,43,60.61,22,10,10,42,68.75
21838,26,9,8,43,76.47,16,12,13,41,55.17,8,8,28,44,22.22,18,10,15,43,54.55,23,10,9,42,71.88
21839,16,9,18,43,47.06,22,12,7,41,75.86,10,8,26,44,27.78,16,10,17,43,48.48,16,10,16,42,50.0
21840,9,9,25,43,26.47,27,12,2,41,93.1,15,8,21,44,41.67,7,10,26,43,21.21,13,10,19,42,40.62
21841,8,9,26,43,23.53,26,12,3,41,89.66,33,8,3,44,91.67,8,10,25,43,24.24,18,10,14,42,56.25
21842,20,9,14,43,58.82,23,12,6,41,79.31,17,8,19,44,47.22,31,10,2,43,93.94,15,10,17,42,46.88
21843,20,9,14,43,58.82,7,12,22,41,24.14,34,8,2,44,94.44,10,10,23,43,30.3,31,10,1,42,96.88
21844,21,9,13,43,61.76,11,12,18,41,37.93,19,8,17,44,52.78,12,10,21,43,36.36,19,10,13,42,59.38
21845,33,9,1,43,97.06,7,12,22,41,24.14,5,8,31,44,13.89,18,10,15,43,54.55,6,10,26,42,18.75
21846,13,9,21,43,38.24,7,12,22,41,24.14,23,8,13,44,63.89,20,10,13,43,60.61,19,10,13,42,59.38
21847,14,9,20,43,41.18,25,12,4,41,86.21,15,8,21,44,41.67,17,10,16,43,51.52,18,10,14,42,56.25
21848,16,9,18,43,47.06,5,12,24,41,17.24,14,8,22,44,38.89,25,10,8,43,75.76,30,10,2,42,93.75
21849,20,9,14,43,58.82,28,12,1,41,96.55,9,8,27,44,25.0,21,10,12,43,63.64,21,10,11,42,65.62
21850,22,9,12,43,64.71,15,12,14,41,51.72,20,8,16,44,55.56,23,10,10,43,69.7,18,10,14,42,56.25
21851,8,9,26,43,23.53,11,12,18,41,37.93,34,8,2,44,94.44,5,10,28,43,15.15,12,10,20,42,37.5
21852,7,9,27,43,20.59,18,12,11,41,62.07,11,8,25,44,30.56,30,10,3,43,90.91,13,10,19,42,40.62
21853,10,9,24,43,29.41,7,12,22,41,24.14,29,8,7,44,80.56,17,10,16,43,51.52,20,10,12,42,62.5
21854,33,9,1,43,97.06,15,12,14,41,51.72,12,8,24,44,33.33,10,10,23,43,30.3,30,10,2,42,93.75
21855,21,9,13,43,61.76,7,12,22,41,24.14,12,8,24,44,33.33,19,10,14,43,57.58,21,10,11,42,65.62
21856,18,9,16,43,52.94,5,12,24,41,17.24,21,8,15,44,58.33,15,10,18,43,45.45,24,10,8,42,75.0
21857,11,9,23,43,32.35,8,12,21,41,27.59,31,8,5,44,86.11,11,10,22,43,33.33,16,10,16,42,50.0
21858,6,9,28,43,17.65,19,12,10,41,65.52,30,8,6,44,83.33,30,10,3,43,90.91,10,10,22,42,31.25
21859,18,9,16,43,52.94,12,12,17,41,41.38,34,8,2,44,94.44,12,10,21,43,36.36,24,10,8,42,75.0
21860,31,9,3,43,91.18,10,12,19,41,34.48,18,8,18,44,50.0,15,10,18,43,45.45,19,10,13,42,59.38
21861,11,9,23,43,32.35,11,12,18,41,37.93,11,8,25,44,30.56,28,10,5,43,84.85,22,10,10,42,68.75
21862,25,9,9,43,73.53,20,12,9,41,68.97,26,8,10,44,72.22,17,10,16,43,51.52,20,10,12,42,62.5
21863,17,9,17,43,50.0,15,12,14,41,51.72,6,8,30,44,16.67,17,10,16,43,51.52,11,10,21,42,34.38
21864,11,9,23,43,32.35,20,12,9,41,68.97,29,8,7,44,80.56,21,10,12,43,63.64,19,10,13,42,59.38
21865,7,9,27,43,20.59,12,12,17,41,41.38,17,8,19,44,47.22,16,10,17,43,48.48,6,10,26,42,18.75
21866,15,9,19,43,44.12,19,12,10,41,65.52,34,8,2,44,94.44,17,10,16,43,51.52,6,10,26,42,18.75
21867,7,9,27,43,20.59,24,12,5,41,82.76,17,8,19,44,47.22,15,10,18,43,45.45,22,10,10,42,68.75
21868,28,9,6,43,82.35,24,12,5,41,82.76,9,8,27,44,25.0,23,10,10,43,69.7,31,10,1,42,96.88
21869,19,9,15,43,55.88,27,12,2,41,93.1,26,8,10,44,72.22,19,10,14,43,57.58,25,10,7,42,78.12
21870,25,9,9,43,73.53,8,12,21,41,27.59,9,8,27,44,25.0,21,10,12,43,63.64,17,10,15,42,53.12
21871,18,9,16,43,52.94,18,12,11,41,62.07,24,8,12,44,66.67,12,10,21,43,36.36,29,10,3,42,90.62
21872,22,9,12,43,64.71,11,12,18,41,37.93,15,8,21,44,41.67,27,10,6,43,81.82,7,10,25,42,21.88
21873,27,9,7,43,79.41,21,12,8,41,72.41,17,8,19,44,47.22,16,10,17,43,48.48,26,10,6,42,81.25
21874,27,9,7,43,79.41,11,12,18,41,37.93,13,8,23,44,36.11,20,10,13,43,60.61,15,10,17,42,46.88
21875,21,9,13,43,61.76,22,12,7,41,75.86,22,8,14,44,61.11,10,10,23,43,30.3,10,10,22,42,31.25
21876,24,9,10,43,70.59,17,12,12,41,58.62,6,8,30,44,16.67,30,10,3,43,90.91,21,10,11,42,65.62
21877,16,9,18,43,47.06,6,12,23,41,20.69,15,8,21,44,41.67,9,10,24,43,27.27,20,10,12,42,62.5
21878,26,9,8,43,76.47,20,12,9,41,68.97,14,8,22,44,38.89,11,10,22,43,33.33,15,10,17,42,46.88
21879,27,9,7,43,79.41,27,12,2,41,93.1,14,8,22,44,38.89,29,10,4,43,87.88,10,10,22,42,31.25
21880,7,9,27,43,20.59,15,12,14,41,51.72,15,8,21,44,41.67,9,10,24,43,27.27,17,10,15,42,53.12
21881,6,9,28,43,17.65,9,12,20,41,31.03,22,8,14,44,61.11,26,10,7,43,78.79,26,10,6,42,81.25
21882,8,9,26,43,23.53,7,12,22,41,24.14,28,8,8,44,77.78,9,10,24,43,27.27,16,10,16,42,50.0
21883,25,9,9,43,73.53,7,12,22,41,24.14,24,8,12,44,66.67,14,10,19,43,42.42,17,10,15,42,53.12
21884,17,9,17,43,50.0,27,12,2,41,93.1,17,8,19,44,47.22,22,10,11,43,66.67,14,10,18,42,43.75
21885,17,9,17,43,50.0,17,12,12,41,58.62,20,8,16,44,55.56,22,10,11,43,66.67,8,10,24,42,25.0
21886,14,9,20,43,41.18,22,12,7,41,75.86,7,8,29,44,19.44,20,10,13,43,60.61,21,10,11,42,65.62
21887,5,9,29,43,14.71,19,12,10,41,65.52,14,8,22,44,38.89,11,10,22,43,33.33,11,10,21,42,34.38
21888,20,9,14,43,58.82,5,12,24,41,17.24,27,8,9,44,75.0,29,10,4,43,87.88,24,10,8,42,75.0
21889,28,9,6,43,82.35,22,12,7,41,75.86,19,8,17,44,52.78,6,10,27,43,18.18,14,10,18,42,43.75
21890,10,9,24,43,29.41,16,12,13,41,55.17,24,8,12,44,66.67,28,10,5,43,84.85,10,10,22,42,31.25
21891,28,9,6,43,82.35,26,12,3,41,89.66,6,8,30,44,16.67,7,10,26,43,21.21,16,10,16,42,50.0
21892,26,9,8,43,76.47,19,12,10,41,65.52,19,8,17,44,52.78,7,10,26,43,21.21,12,10,20,42,37.5
21893,23,9,11,43,67.65,26,12,3,41,89.66,26,8,10,44,72.22,7,10,26,43,21.21,27,10,5,42,84.38
21894,17,9,17,43,50.0,11,12,18,41,37.93,16,8,20,44,44.44,5,10,28,43,15.15,19,10,13,42,59.38
21895,31,9,3,43,91.18,15,12,14,41,51.72,25,8,11,44,69.44,9,10,24,43,27.27,18,10,14,42,56.25
21896,8,9,26,43,23.53,23,12,6,41,79.31,30,8,6,44,83.33,16,10,17,43,48.48,11,10,21,42,34.38
21897,18,9,16,43,52.94,28,12,1,41,96.55,8,8,28,44,22.22,17,10,16,43,51.52,15,10,17,42,46.88
21898,24,9,10,43,70.59,18,12,11,41,62.07,14,8,22,44,38.89,16,10,17,43,48.48,27,10,5,42,84.38
21899,27,9,7,43,79.41,16,12,13,41,55.17,27,8,9,44,75.0,5,10,28,43,15.15,31,10,1,42,96.88
21900,15,9,19,43,44.12,27,12,2,41,93.1,31,8,5,44,86.11,26,10,7,43,78.79,30,10,2,42,93.75
21901,27,9,7,43,79.41,24,12,5,41,82.76,19,8,17,44,52.78,32,10,1,43,96.97,15,10,17,42,46.88
21902,29,9,5,43,85.29,7,12,22,41,24.14,26,8,10,44,72.22,27,10,6,43,81.82,17,10,15,42,53.12
21903,5,9,29,43,14.71,8,12,21,41,27.59,34,8,2,44,94.44,10,10,23,43,30.3,20,10,12,42,62.5
21904,13,9,21,43,38.24,27,12,2,41,93.1,22,8,14,44,61.11,32,10,1,43,96.97,24,10,8,42,75.0
21905,15,9,19,43,44.12,10,12,19,41,34.48,8,8,28,44,22.22,11,10,22,43,33.33,22,10,10,42,68.75
21906,15,9,19,43,44.12,18,12,11,41,62.07,28,8,8,44,77.78,19,10,14,43,57.58,25,10,7,42,78.12
21907,14,9,20,43,41.18,14,12,15,41,48.28,30,8,6,44,83.33,16,10,17,43,48.48,25,10,7,42,78.12
21908,32,9,2,43,94.12,25,12,4,41,86.21,26,8,10,44,72.22,13,10,20,43,39.39,7,10,25,42,21.88
21909,12,9,22,43,35.29,18,12,11,41,62.07,9,8,27,44,25.0,31,10,2,43,93.94,11,10,21,42,34.38
21910,31,9,3,43,91.18,15,12,14,41,51.72,34,8,2,44,94.44,31,10,2,43,93.94,10,10,22,42,31.25
21911,16,9,18,43,47.06,7,12,22,41,24.14,15,8,21,44,41.67,26,10,7,43,78.79,19,10,13,42,59.38
21912,31,9,3,43,91.18,20,12,9,41,68.97,26,8,10,44,72.22,11,10,22,43,33.33,29,10,3,42,90.62
21913,8,9,26,43,23.53,17,12,12,41,58.62,23,8,13,44,63.89,9,10,24,43,27.27,21,10,11,42,65.62
21914,23,9,11,43,67.65,25,12,4,41,86.21,32,8,4,44,88.89,26,10,7,43,78.79,30,10,2,42,93.75
21915,5,9,29,43,14.71,7,12,22,41,24.14,34,8,2,44,94.44,13,10,20,43,39.39,20,10,12,42,62.5
21916,17,9,17,43,50.0,16,12,13,41,55.17,18,8,18,44,50.0,24,10,9,43,72.73,15,10,17,42,46.88
21917,10,9,24,43,29.41,9,12,20,41,31.03,29,8,7,44,80.56,22,10,11,43,66.67,15,10,17,42,46.88
21918,25,9,9,43,73.53,16,12,13,41,55.17,19,8,17,44,52.78,24,10,9,43,72.73,9,10,23,42,28.12
21919,22,9,12,43,64.71,28,12,1,41,96.55,20,8,16,44,55.56,25,10,8,43,75.76,6,10,26,42,18.75
21920,10,9,24,43,29.41,5,12,24,41,17.24,29,8,7,44,80.56,21,10,12,43,63.64,16,10,16,42,50.0
21921,7,9,27,43,20.59,17,12,12,41,58.62,15,8,21,44,41.67,32,10,1,43,96.97,7,10,25,42,21.88
21922,10,9,24,43,29.41,7,12,22,41,24.14,20,8,16,44,55.56,9,10,24,43,27.27,16,10,16,42,50.0
21923,18,9,16,43,52.94,28,12,1,41,96.55,18,8,18,44,50.0,15,10,18,43,45.45,28,10,4,42,87.5
21924,18,9,16,43,52.94,25,12,4,41,86.21,12,8,24,44,33.33,16,10,17,43,48.48,21,10,11,42,65.62
21925,11,9,23,43,32.35,19,12,10,41,65.52,30,8,6,44,83.33,17,10,16,43,51.52,8,10,24,42,25.0
21926,16,9,18,43,47.06,24,12,5,41,82.76,34,8,2,44,94.44,22,10,11,43,66.67,24,10,8,42,75.0
21927,22,9,12,43,64.71,10,12,19,41,34.48,33,8,3,44,91.67,16,10,17,43,48.48,21,10,11,42,65.62
21928,21,9,13,43,61.76,12,12,17,41,41.38,24,8,12,44,66.67,9,10,24,43,27.27,24,10,8,42,75.0
21929,28,9,6,43,82.35,6,12,23,41,20.69,19,8,17,44,52.78,23,10,10,43,69.7,15,10,17,42,46.88
21930,19,9,15,43,55.88,11,12,18,41,37.93,5,8,31,44,13.89,16,10,17,43,48.48,18,10,14,42,56.25
